ID,RT
1,6.982038377702439
2,5.285480175148118
3,10.327313209402085
4,0.0833760073057821
5,5.370014363900884
6,6.1209146644473105
7,14.697656093032753
8,18.378107662157806
9,5.808331162806124
10,16.93569196864668
11,11.084230831688055
12,0.6331548146149846
13,10.88530982899671
14,10.79348323817939
15,19.15898977063017
16,8.786561084115423
17,2.062677626064968
18,6.259201476393184
19,4.258894603281778
20,12.441120972712113
21,19.46971962932421
22,17.758875763692277
23,11.132645759025996
24,1.1411433114017266
25,18.42469330942727
26,12.129547273386326
27,17.97593117468374
28,4.655399773216649
29,1.4432236045468438
30,14.231956088273556
31,2.6150795236480517
32,9.670890046087294
33,8.715603330728708
34,17.216746022130827
35,1.1752724737259368
36,9.504576910475983
37,4.936029763304406
38,8.690049600520783
39,14.280524689238515
40,18.07091897019241
41,19.404721478320276
42,7.324236428870399
43,2.5010684300459207
44,10.942285826585259
45,8.207493409613843
46,18.50727815306451
47,12.272345644813212
48,2.747429300997335
49,3.3274885912285845
50,13.736824964714787
51,17.70391977101823
52,1.2613477019586172
53,3.9551566098754853
54,16.324460855842887
55,5.792598856173578
56,17.698537925736993
57,14.774167112658848
58,7.641522005658386
59,3.1992263743942573
60,9.97946842552777
61,3.0597596174484654
62,3.1026032293112027
63,8.290008282990991
64,14.55296876798955
65,17.41544997318996
66,1.563933242032911
67,4.352927630265713
68,17.37187866016309
69,15.801939523434774
70,14.038817164819385
71,19.004104896672665
72,7.138886171600145
73,13.33817645216705
74,3.0014432892569776
75,15.606785197120402
76,10.559333063476181
77,4.2141794342983925
78,16.769491508605757
79,13.512758640584714
80,4.643829350726207
81,7.203214857047929
82,16.22547165852874
83,18.568172742195124
84,19.253856768309184
85,5.64936461125185
86,3.75444132787613
87,11.49942027208629
88,1.7114121594926446
89,9.03710042991804
90,0.5104361799377388
91,4.777819148909757
92,15.812718418612459
93,18.294556039459252
94,11.270218750384984
95,18.887205873428332
96,12.430159629912536
97,2.7043421151610425
98,9.879551459106734
99,6.800738553504468
100,11.63418330647142
101,2.996822612189216
102,2.679788850923379
103,6.834632002318881
104,2.3961486799088427
105,13.79683329127139
106,9.406326109667443
107,11.94638050995579
108,11.243437624200904
109,19.20313838475544
